comment,label,reply
Pathetic!,troll,"I respect your opinion, and I'll keep improving."
Very well done!,appreciation,Thanks a ton!
I love your work!,appreciation,Grateful for your support!
Fantastic effort!,appreciation,"That means a lot, thanks!"
Fantastic effort!,appreciation,"That means a lot, thanks!"
This is a complete waste of time.,troll,"I respect your opinion, and I'll keep improving."
Keep up the great work!,appreciation,Really appreciate it!
This is amazing!,appreciation,Really appreciate it!
I love your work!,appreciation,I'm happy you liked it!
This is outstanding!,appreciation,Thanks a lot!
This is laughably bad.,troll,"I understand your frustration, I'll do better."
This is a complete waste of time.,troll,Apologies if this wasn't up to the mark.
Stop posting garbage.,troll,"Sorry to hear that, I'll try to improve."
I love your work!,appreciation,"Thank you, that means the world to me!"
Fantastic effort!,appreciation,"Thank you, that means the world to me!"
This is amazing!,appreciation,Thank you so much!
Pathetic!,troll,"I respect your opinion, and I'll keep improving."
I really appreciate your hard work!,appreciation,"Thank you, that means the world to me!"
You're really talented!,appreciation,Really appreciate it!
I love your work!,appreciation,Grateful for your support!
Pathetic!,troll,"Thanks for your feedback, I'll work on it."
Terrible effort!,troll,I apologize if this didn't meet your expectations.
Keep up the great work!,appreciation,I'm happy you liked it!
Pathetic!,troll,"Sorry to hear that, I'll try to improve."
You have no idea what you're doing.,troll,I'm always open to constructive criticism.
This is outstanding!,appreciation,Thanks a lot!
This is a complete waste of time.,troll,"Sorry to hear that, I'll try to improve."
Keep up the great work!,appreciation,I appreciate the encouragement!
Pathetic!,troll,"I understand your frustration, I'll do better."
Very well done!,appreciation,Thank you so much!
You have no idea what you're doing.,troll,I'm sorry you feel that way.
I've seen better work from a 5-year-old.,troll,Apologies if this wasn't up to the mark.
I've seen better work from a 5-year-old.,troll,"I respect your opinion, and I'll keep improving."
I love your work!,appreciation,I'm happy you liked it!
Pathetic!,troll,"I respect your opinion, and I'll keep improving."
Did you even try?,troll,I'm always open to constructive criticism.
Terrible effort!,troll,Apologies if this wasn't up to the mark.
Stop posting garbage.,troll,"I respect your opinion, and I'll keep improving."
You should just quit.,troll,"I respect your opinion, and I'll keep improving."
This is the worst thing I've seen.,troll,"Thanks for your feedback, I'll work on it."
Fantastic effort!,appreciation,"That means a lot, thanks!"
Pathetic!,troll,"Sorry to hear that, I'll try to improve."
This is laughably bad.,troll,"Thanks for your feedback, I'll work on it."
You're an inspiration!,appreciation,I appreciate your kind words!
You have no idea what you're doing.,troll,"I respect your opinion, and I'll keep improving."
I've seen better work from a 5-year-old.,troll,"Thanks for your feedback, I'll work on it."
I love your work!,appreciation,I appreciate the encouragement!
This is the worst thing I've seen.,troll,"Sorry to hear that, I'll try to improve."
Keep up the great work!,appreciation,Really appreciate it!
I've seen better work from a 5-year-old.,troll,"Sorry to hear that, I'll try to improve."
Keep up the great work!,appreciation,I appreciate the encouragement!
I've seen better work from a 5-year-old.,troll,I'm always open to constructive criticism.
Terrible effort!,troll,I'm sorry you feel that way.
I've seen better work from a 5-year-old.,troll,Apologies if this wasn't up to the mark.
You should just quit.,troll,"I respect your opinion, and I'll keep improving."
Stop posting garbage.,troll,Apologies if this wasn't up to the mark.
I love your work!,appreciation,Thanks a lot!
"This helped me a lot, thank you!",appreciation,Thank you so much!
"This helped me a lot, thank you!",appreciation,"That means a lot, thanks!"
Pathetic!,troll,I apologize if this didn't meet your expectations.
Fantastic effort!,appreciation,I appreciate your kind words!
You should just quit.,troll,"Sorry to hear that, I'll try to improve."
I really appreciate your hard work!,appreciation,Thanks a lot!
Brilliant execution!,appreciation,Thank you so much!
Pathetic!,troll,"Sorry to hear that, I'll try to improve."
This is outstanding!,appreciation,I'm happy you liked it!
You have no idea what you're doing.,troll,"Thanks for your feedback, I'll work on it."
I love your work!,appreciation,"Thank you, that means the world to me!"
Keep up the great work!,appreciation,Thanks a ton!
How do you even call this good?,troll,"I understand your frustration, I'll do better."
You're really talented!,appreciation,I appreciate your kind words!
This is amazing!,appreciation,"That means a lot, thanks!"
Great job on this project!,appreciation,Grateful for your support!
I've seen better work from a 5-year-old.,troll,"Sorry to hear that, I'll try to improve."
Stop posting garbage.,troll,"I respect your opinion, and I'll keep improving."
This is a complete waste of time.,troll,Apologies if this wasn't up to the mark.
You're really talented!,appreciation,I'm happy you liked it!
Great job on this project!,appreciation,I appreciate the encouragement!
Terrible effort!,troll,"Thanks for your feedback, I'll work on it."
I've seen better work from a 5-year-old.,troll,"I understand your frustration, I'll do better."
Great job on this project!,appreciation,Grateful for your support!
I love your work!,appreciation,Thanks a lot!
Terrible effort!,troll,"Thanks for your feedback, I'll work on it."
Very well done!,appreciation,"Thank you, that means the world to me!"
Terrible effort!,troll,I'm sorry you feel that way.
Brilliant execution!,appreciation,Grateful for your support!
I love your work!,appreciation,Really appreciate it!
You should just quit.,troll,"Thanks for your feedback, I'll work on it."
I really appreciate your hard work!,appreciation,I appreciate your kind words!
I love your work!,appreciation,"That means a lot, thanks!"
This is an embarrassment.,troll,"I respect your opinion, and I'll keep improving."
This is amazing!,appreciation,Grateful for your support!
I love your work!,appreciation,Really appreciate it!
Brilliant execution!,appreciation,Thanks a ton!
This is amazing!,appreciation,"Thank you, that means the world to me!"
This is a complete waste of time.,troll,"Sorry to hear that, I'll try to improve."
This is a complete waste of time.,troll,"Thanks for your feedback, I'll work on it."
Terrible effort!,troll,"Sorry to hear that, I'll try to improve."
This is laughably bad.,troll,I'm sorry you feel that way.
I've seen better work from a 5-year-old.,troll,"I respect your opinion, and I'll keep improving."
Stop posting garbage.,troll,"I understand your frustration, I'll do better."
Fantastic effort!,appreciation,Thanks a ton!
Keep up the great work!,appreciation,I'm happy you liked it!
This is an embarrassment.,troll,"I understand your frustration, I'll do better."
Stop posting garbage.,troll,I'm sorry you feel that way.
I really appreciate your hard work!,appreciation,"That means a lot, thanks!"
I love your work!,appreciation,Thank you so much!
How do you even call this good?,troll,I apologize if this didn't meet your expectations.
This is an embarrassment.,troll,"Thanks for your feedback, I'll work on it."
How do you even call this good?,troll,Apologies if this wasn't up to the mark.
I love your work!,appreciation,I appreciate your kind words!
"This helped me a lot, thank you!",appreciation,I appreciate your kind words!
Did you even try?,troll,"I respect your opinion, and I'll keep improving."
You should just quit.,troll,"I understand your frustration, I'll do better."
You have no idea what you're doing.,troll,Apologies if this wasn't up to the mark.
This is amazing!,appreciation,"Thank you, that means the world to me!"
You're really talented!,appreciation,I appreciate your kind words!
You should just quit.,troll,"Sorry to hear that, I'll try to improve."
"This helped me a lot, thank you!",appreciation,Thanks a lot!
Terrible effort!,troll,Apologies if this wasn't up to the mark.
This is a complete waste of time.,troll,"I understand your frustration, I'll do better."
This is the worst thing I've seen.,troll,"Thanks for your feedback, I'll work on it."
Stop posting garbage.,troll,"Sorry to hear that, I'll try to improve."
You're an inspiration!,appreciation,Grateful for your support!
This is the worst thing I've seen.,troll,"I understand your frustration, I'll do better."
I've seen better work from a 5-year-old.,troll,I'm always open to constructive criticism.
I've seen better work from a 5-year-old.,troll,Apologies if this wasn't up to the mark.
Terrible effort!,troll,Apologies if this wasn't up to the mark.
I really appreciate your hard work!,appreciation,Thanks a ton!
I really appreciate your hard work!,appreciation,Really appreciate it!
Great job on this project!,appreciation,"That means a lot, thanks!"
Brilliant execution!,appreciation,"Thank you, that means the world to me!"
Brilliant execution!,appreciation,"That means a lot, thanks!"
I love your work!,appreciation,Really appreciate it!
